Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,school_holiday_name,is_school_holiday,holiday_name,is_holiday,turnover_lag_1_days_group_1,turnover_lag_2_days_group_1,turnover_lag_3_days_group_1,turnover_lag_4_days_group_1,turnover_lag_5_days_group_1,turnover_lag_6_days_group_1,turnover_lag_7_days_group_1,same_weekday_lag_group_1,turnover_lag_1_days_group_2,turnover_lag_2_days_group_2,turnover_lag_3_days_group_2,turnover_lag_4_days_group_2,turnover_lag_5_days_group_2,turnover_lag_6_days_group_2,turnover_lag_7_days_group_2,same_weekday_lag_group_2,turnover_lag_1_days_group_3,turnover_lag_2_days_group_3,turnover_lag_3_days_group_3,turnover_lag_4_days_group_3,turnover_lag_5_days_group_3,turnover_lag_6_days_group_3,turnover_lag_7_days_group_3,same_weekday_lag_group_3,turnover_lag_1_days_group_4,turnover_lag_2_days_group_4,turnover_lag_3_days_group_4,turnover_lag_4_days_group_4,turnover_lag_5_days_group_4,turnover_lag_6_days_group_4,turnover_lag_7_days_group_4,same_weekday_lag_group_4,turnover_lag_1_days_group_5,turnover_lag_2_days_group_5,turnover_lag_3_days_group_5,turnover_lag_4_days_group_5,turnover_lag_5_days_group_5,turnover_lag_6_days_group_5,turnover_lag_7_days_group_5,same_weekday_lag_group_5,turnover_lag_1_days_group_6,turnover_lag_2_days_group_6,turnover_lag_3_days_group_6,turnover_lag_4_days_group_6,turnover_lag_5_days_group_6,turnover_lag_6_days_group_6,turnover_lag_7_days_group_6,same_weekday_lag_group_6,last_year_lag_p6,is_season_p6,weather_clear,weather_no_precip,weather_past_weather,weather_dust_sand,weather_fog,weather_drizzle,weather_rain,weather_snow,weather_shower,weather_thunderstorm,wind_calm,wind_moderate,wind_strong,is_nye,is_christmas_eve,is_last_day_of_month,Wochentag,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,is_weekend,is_Weekday,is_Weekend,month,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,season,season_Autumn,season_Spring,season_Summer,season_Winter,month_sin,month_cos,is_pre_holiday,is_weekend_holiday,is_summer_weekend,is_june_weekend,is_december_weekend,is_peak_summer,is_peak_summer_weekend
2016-12-11,1,58.5289054212942,,,,,0.0,,0.0,,0.0,82.9865412318734,81.5452124764518,127.742791107649,106.089285160058,98.3868204798713,119.636013828757,70.0253014166919,70.0253014166919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2016-12-11,2,486.685095537576,,,,,0.0,,0.0,,0.0,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,345.301145371851,240.502242286095,286.690546648509,254.664630713786,242.026570423275,248.023029715188,425.776045338157,425.776045338157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2016-12-11,3,176.390387266873,,,,,0.0,,0.0,,0.0,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,101.293319783939,81.3562481298833,85.9084157115656,85.2212886860415,70.1343151458493,95.5090556206996,125.514576263244,125.514576263244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2016-12-11,4,122.393092255363,,,,,0.0,,0.0,,0.0,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,82.5554594056483,49.4876098998061,67.8059676809944,54.436418005143,74.8709420444816,71.3207699523391,158.468179526554,158.468179526554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2016-12-11,5,263.596298985189,,,,,0.0,,0.0,,0.0,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,227.874681711629,158.641062469319,169.625279584177,188.683723175965,178.942242034096,166.823017109082,237.541910926685,237.541910926685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2016-12-11,6,84.5644203966836,,,,,0.0,,0.0,,0.0,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,62.909351228208195,128.057208409031,94.4315326169962,125.010960620127,72.0570080200053,170.032387317823,71.6927561189485,63.954384003579,63.954384003579,62.909351228208195,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Sunday,False,False,False,True,False,False,False,Weekend,False,True,12,False,False,False,False,False,False,False,False,False,False,False,True,Winter,False,False,False,True,-2.4492935982947064e-16,1.0,False,False,0,0,1,0,0
2017-10-04,1,125.991807553769,,,,,0.0,,0.0,,0.0,66.3554760876056,179.554452580413,60.9824772636814,161.771261258553,112.98521998769,146.167521804,116.379484184452,116.379484184452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Wednesday,False,False,False,False,False,False,True,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-04,2,346.167979112914,,,,,0.0,,0.0,,0.0,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,430.516526724611,416.188671695034,482.460028588969,462.219387511129,294.899530794863,298.418454994531,321.728513800716,321.728513800716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Wednesday,False,False,False,False,False,False,True,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-04,3,134.834527047858,,,,,0.0,,0.0,,0.0,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,217.380094748713,143.835940803814,192.233926785817,199.168307941388,113.025254908963,119.879433080393,118.849058358723,118.849058358723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Wednesday,False,False,False,False,False,False,True,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-04,4,115.678569385776,,,,,0.0,,0.0,,0.0,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,101.792055481683,126.071295121593,119.721159552674,112.086476181802,71.2151385609368,82.4398329280654,133.989626407905,133.989626407905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Wednesday,False,False,False,False,False,False,True,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-04,5,222.932328659137,,,,,0.0,,0.0,,0.0,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,284.291202178128,320.747988356239,290.957200506203,252.771674208015,183.336062025461,216.18337274071,269.32389585869,269.32389585869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Wednesday,False,False,False,False,False,False,True,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-05,1,146.081884421956,,,,,0.0,,0.0,,0.0,125.991807553769,66.3554760876056,179.554452580413,60.9824772636814,161.771261258553,112.98521998769,146.167521804,146.167521804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Thursday,False,False,False,False,True,False,False,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-05,2,363.881685966128,,,,,0.0,,0.0,,0.0,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,370.834526663937,346.167979112914,430.516526724611,416.188671695034,482.460028588969,462.219387511129,294.899530794863,298.418454994531,298.418454994531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Thursday,False,False,False,False,True,False,False,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-05,3,116.285411682653,,,,,0.0,,0.0,,0.0,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,142.808942965401,134.834527047858,217.380094748713,143.835940803814,192.233926785817,199.168307941388,113.025254908963,119.879433080393,119.879433080393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Thursday,False,False,False,False,True,False,False,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-05,4,70.4858285269834,,,,,0.0,,0.0,,0.0,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,79.98636265301745,115.678569385776,101.792055481683,126.071295121593,119.721159552674,112.086476181802,71.2151385609368,82.4398329280654,82.4398329280654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Thursday,False,False,False,False,True,False,False,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
2017-10-05,5,157.712941182534,,,,,0.0,,0.0,,0.0,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,265.958911689045,222.932328659137,284.291202178128,320.747988356239,290.957200506203,252.771674208015,183.336062025461,216.18337274071,216.18337274071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,Thursday,False,False,False,False,True,False,False,Weekday,True,False,10,False,False,False,False,False,False,False,False,False,True,False,False,Autumn,True,False,False,False,-0.8660254037844386,0.5000000000000001,False,False,0,0,0,0,0
